overall,reviewText,summary,documents
4.0,"Product stand is very eye catching only problem I find is that the brush side opening is little too small and cannot hold my old brush.
It would be more useful if the edges were slightly raised so it will hold the razor in place without sliding out.",Great product can be improved more,"['product', 'stand', 'eye', 'catch', 'problem', 'find', 'brush', 'side', 'opening', 'little', 'small', 'hold', 'old', 'brush', 'would', 'useful', 'edges', 'slightly', 'raise', 'hold', 'razor', 'place', 'without', 'slide']"
5.0,My boyfriend loves this stand. It's very cute and holds his razor well.  I'm very happy with this purchase!,I'm very happy with this purchase,"['boyfriend', 'love', 'stand', 'cute', 'hold', 'razor', 'well', 'happy', 'purchase']"
5.0,"Great item, if you don't want your brush and razor moving around and picking up bacteria in flat surfaces.
Things look organized.

Armando","Great item, if you don't want your brush and ...","['great', 'item', 'nt', 'want', 'brush', 'razor', 'move', 'around', 'pick', 'bacteria', 'flat', 'surface', 'thing', 'look', 'organize', 'armando']"
5.0,"Dry brush, Dry razor. Nice design, solid construction. Perfect stand!",Must have!!,"['dry', 'brush', 'dry', 'razor', 'nice', 'design', 'solid', 'construction', 'perfect', 'stand']"
5.0,"Excellent quality, at fair price!  Fast shipping",Excellent quality,"['excellent', 'quality', 'fair', 'price', 'fast', 'shipping']"
2.0,I returned this item as the vertical component was loose on the base causing it to wobble and not sit vertical.,Defective out of the box,"['return', 'item', 'vertical', 'component', 'loose', 'base', 'cause', 'wobble', 'sit', 'vertical']"
5.0,Perfect,Five Stars,['perfect']
5.0,great quality and build,Five Stars,"['great', 'quality', 'build']"
1.0,Not Happy:( Product arrived today but seems very poor quality to me. Hope that after I use it I will be happier,Not Happy:(,"['happy', 'product', 'arrive', 'today', 'seem', 'poor', 'quality', 'hope', 'use', 'happy']"
5.0,Hubby uses it every day!,Five Stars,"['hubby', 'use', 'every', 'day']"
5.0,Holds his straight razor and brush nicely and looks really nice on the counter.,Very functional,"['hold', 'straight', 'razor', 'brush', 'nicely', 'look', 'really', 'nice', 'counter']"
5.0,Looks very good and functions very well.,Five Stars,"['look', 'good', 'function', 'well']"
5.0,sleek looking!,Five Stars,"['sleek', 'look']"
5.0,After going to The Art of Shaving and seeing that these razor stands cost about $100 I decided to give this one a try based on Amazon reviews. I was specifically looking for a stand that would hold my Bevel Razor and Shaving Brush. It holds it perfectly and looks great. Best $16 or so bucks I've ever spent.,Great Value Razor Stand for Bevel Shaver & Brush,"['go', 'art', 'shaving', 'see', 'razor', 'stand', 'cost', 'decide', 'give', 'one', 'try', 'base', 'amazon', 'review', 'specifically', 'look', 'stand', 'would', 'hold', 'bevel', 'razor', 'shaving', 'brush', 'hold', 'perfectly', 'look', 'great', 'good', 'buck', 'ever', 'spend']"
4.0,Great size. Holds shave brush well. Razor holder won't hold a Mach 3 razor which is a bummer.,Four Stars,"['great', 'size', 'hold', 'shave', 'brush', 'well', 'razor', 'holder', 'wo', 'nt', 'hold', 'mach', 'razor', 'bummer']"
5.0,"Super solid stand, very well built and fits my razor and brush perfectly. Definitely recommend!",Five Stars,"['super', 'solid', 'stand', 'well', 'build', 'fit', 'razor', 'brush', 'perfectly', 'definitely', 'mend']"
5.0,Attractive addition to the vanity.  Heavy metal with highly polished chrome finish.  Securely holds the shaving brush and razor.  Great item from a great seller!,Perfecto Deluxe Razor Stand,"['attractive', 'addition', 'vanity', 'heavy', 'metal', 'highly', 'polished', 'chrome', 'finish', 'securely', 'hold', 'shaving', 'brush', 'razor', 'great', 'item', 'great', 'seller']"
5.0,The build quality of this product is excellent for the price. Highly recommended!,Five Stars,"['build', 'quality', 'product', 'excellent', 'price', 'highly', 'mended']"
4.0,"Good stand, no rusting or issues after a couple years.  Does not fit one of my brushes  but I suppose there are different sizes out there.  Fit & finish is great so far though","Good stand, no rusting or issues after a couple ...","['good', 'stand', 'rust', 'issue', 'couple', 'year', 'fit', 'one', 'brush', 'suppose', 'different', 'size', 'fit', 'finish', 'great', 'far', 'though']"
5.0,I bought it for my husband.  It's very attractive in our remodeled bathroom.  He likes how it keeps the brush handy without making his side cluttered.,Shiny,"['buy', 'husband', 'attractive', 'remodel', 'bathroom', 'like', 'keep', 'brush', 'handy', 'without', 'make', 'side', 'clutter']"
5.0,This stand feels very strong and I'm hoping I will have a long shaving life with this stand. I would recommend this stand to a friend.,Great Stand,"['stand', 'feel', 'strong', 'hope', 'long', 'shaving', 'life', 'stand', 'would', 'mend', 'stand', 'friend']"
5.0,"I bought the 1st one and it did what it fit my badger brush perfectly.  Did it sing to me while I was shaving or turn on a lite everytime I went into the bathroom - absolutely not.  Was I disappointed because it didn't have all those extra bells and whistles - not a chance.  I ordered a brush and razor stand and that's I got.  The fact it was delivered in a timely manner, is a quality product is the plus I was looking for and got.  Now read the title of this review.",I bought a 2nd one for the other bathroom,"['buy', 'st', 'one', 'fit', 'badger', 'brush', 'perfectly', 'sing', 'shaving', 'turn', 'lite', 'everytime', 'go', 'bathroom', 'absolutely', 'disappointed', 'nt', 'extra', 'bell', 'whistle', 'chance', 'order', 'brush', 'razor', 'stand', 'get', 'fact', 'deliver', 'timely', 'manner', 'quality', 'product', 'plus', 'look', 'get', 'read', 'title', 'review']"
5.0,"This is a nice, high quality razor and brush holder.  It looks good and has a nice balance to the weighted base.",Pleased,"['nice', 'high', 'quality', 'razor', 'brush', 'holder', 'look', 'good', 'nice', 'balance', 'weighted', 'base']"
5.0,"Works great for holding a normal size brush and razor! Been looking for quite awhile, and am glad I went with this one. Thanks!",Review,"['work', 'great', 'hold', 'normal', 'size', 'brush', 'razor', 'look', 'quite', 'awhile', 'glad', 'go', 'one', 'thanks']"
5.0,This is a sturdy neat stand.  It looks nice.  This is the 1st stand of its kind that I have purchased and it appears that it will last a very long time.,Looks nice,"['sturdy', 'neat', 'stand', 'look', 'nice', 'st', 'stand', 'kind', 'purchase', 'appear', 'last', 'long', 'time']"
5.0,Love it. Compliments my razor and brush perfectly. Highly recommended. Not sure what more to tell you except buy it.,"Sturdy, Minimalistic Design","['love', 'compliment', 'razor', 'brush', 'perfectly', 'highly', 'mended', 'sure', 'tell', 'except', 'buy']"
5.0,The heavy stand provides stability.  The simple design saves space on the sink top.  It is very stylish and easy to clean,razor and brush stand,"['heavy', 'stand', 'provide', 'stability', 'simple', 'design', 'save', 'space', 'sink', 'top', 'stylish', 'easy', 'clean']"
5.0,This stand is as advertised -- it seems sturdy and looks good. It's nice to have a proper stand for my razor and brush.,Looks nice and works fine,"['stand', 'advertise', 'seem', 'sturdy', 'look', 'good', 'nice', 'proper', 'stand', 'razor', 'brush']"
5.0,"Looks great. It is very stable to hold the rezors. I would recommend this product to all.

I will update later after using a few months.",Very good product,"['look', 'great', 'stable', 'hold', 'rezor', 'would', 'mend', 'product', 'update', 'later', 'use', 'month']"
5.0,Good product- Fast Shipping. Came well packaged with no issues- instructions sent via email for the shaver if you have not used this type of razor.,Bought as a gift- does the job!,"['good', 'product', 'fast', 'shipping', 'come', 'well', 'package', 'issue', 'instruction', 'send', 'via', 'email', 'shaver', 'use', 'type', 'razor']"
4.0,liked it but did not fit the razor,Four Stars,"['like', 'fit', 'razor']"
5.0,"This is a quality stand with a really sturdy, non slip base. It fits my traditional safety razor and art of shaving brush.",Great Stand!,"['quality', 'stand', 'really', 'sturdy', 'non', 'slip', 'base', 'fit', 'traditional', 'safety', 'razor', 'art', 'shaving', 'brush']"
5.0,My dad loved the gift.  thank you,Five Stars,"['dad', 'love', 'gift', 'thank']"
5.0,"I needed something to hold my double edge razor and brush.  It had to be simple and entirely functional.  This stand fits the bill perfectly.  It is exactly what I had in mind.  Price is right, too.",Perfect razor/brush stand,"['need', 'something', 'hold', 'double', 'edge', 'razor', 'brush', 'simple', 'entirely', 'functional', 'stand', 'fit', 'bill', 'perfectly', 'exactly', 'mind', 'price', 'right']"
5.0,"A beautiful and sturdy stand. Solid, well put together. I'm very happy with my purchase, and look forward to.using it for decades to come.",Excellent Quality,"['beautiful', 'sturdy', 'stand', 'solid', 'well', 'put', 'together', 'happy', 'purchase', 'look', 'forward', 'tousing', 'decade', 'come']"
5.0,The stand looks better in person than the picture. It is a nice addition to my sink top along with a Parker chrome handled brush and Jagger razor.,Really good stand,"['stand', 'look', 'well', 'person', 'picture', 'nice', 'addition', 'sink', 'top', 'along', 'parker', 'chrome', 'handle', 'brush', 'jagger', 'razor']"
5.0,"Just what I was looking for. Simple, well made and there is a slight upturn at the end of each hook that keeps your razor and brush in place.","Just what I was looking for. Simple, well ...","['look', 'simple', 'well', 'make', 'slight', 'upturn', 'end', 'hook', 'keep', 'razor', 'brush', 'place']"
5.0,Does what you want it ti do.,It works,"['want', 'ti']"
5.0,you can't go wrong with this stand. Pretty good quality.,Pretty good quality,"['ca', 'nt', 'go', 'wrong', 'stand', 'pretty', 'good', 'quality']"
5.0,Works great,Five Stars,"['work', 'great']"
5.0,Not much to say here. The stand came in the mail partially disassembled but it was easy to set up. Fit my brush and safety razor perfectly.,The stand came in the mail partially disassembled but it was easy to set up,"['much', 'say', 'stand', 'come', 'mail', 'partially', 'disassemble', 'easy', 'set', 'fit', 'brush', 'safety', 'razor', 'perfectly']"
3.0,"I like it, but in reality its ok, you get what you pay for, It falls apart kinda easy at the base and needs to be re tighten very very often, I found it more for aesthetics, used it for about a month, but put it away, and didn't miss it when it was gone. Overall if you NEED one I would still recommend","I like it, but in reality its ok","['like', 'reality', 'ok', 'get', 'pay', 'falls', 'apart', 'kinda', 'easy', 'base', 'need', 'tighten', 'often', 'find', 'aesthetic', 'use', 'month', 'put', 'away', 'nt', 'miss', 'go', 'overall', 'need', 'one', 'would', 'still', 'mend']"
5.0,"Great quality and very sturdy.  I'm using it with a brush and Gillette Fusion razor which has to sit a little bit high in the stand, but whatever it works and looks sharp",Great quality and very sturdy,"['great', 'quality', 'sturdy', 'use', 'brush', 'gillette', 'fusion', 'razor', 'sit', 'little', 'bit', 'high', 'stand', 'whatever', 'work', 'look', 'sharp']"
5.0,"Chrome plated to be water resistant, fits most double edge razors and brushes,with a sturdy build that can be disassembled for storage.",Must Have For Your Double Edge,"['chrome', 'plate', 'water', 'resistant', 'fit', 'double', 'edge', 'razor', 'brush', 'sturdy', 'build', 'disassemble', 'storage']"
5.0,"Excellent Chrome stand. Very high quality, very nice price! Very pleased with this purchase!!",Five Stars,"['excellent', 'chrome', 'stand', 'high', 'quality', 'nice', 'price', 'pleased', 'purchase']"
5.0,"Beautifully crafted, very elegant stand that holds up! So happy with my purchase!",Five Stars,"['beautifully', 'craft', 'elegant', 'stand', 'hold', 'happy', 'purchase']"
5.0,Very well built and sturdy.  Look nice on the bathroom counter as well.,Very well built and sturdy. Look nice on the bathroom counter as well,"['well', 'build', 'sturdy', 'look', 'nice', 'bathroom', 'counter', 'well']"
5.0,Very nice! Solid material. Outstanding customer service!,Nice razor/brush stand!,"['nice', 'solid', 'material', 'outstanding', 'customer', 'service']"
4.0,"This is a good product, although my Perfecto safety razor tends to fall off easily if I pick up the stand to move it to the vanity when I'm about to shave.",Works well enough,"['good', 'product', 'although', 'perfecto', 'safety', 'razor', 'tend', 'fall', 'easily', 'pick', 'stand', 'move', 'vanity', 'shave']"
4.0,"Does the job, nothing spectacular.  Its the same stand that is sold under many names, but the price is better.",Works,"['job', 'nothing', 'spectacular', 'stand', 'sell', 'many', 'name', 'price', 'well']"
5.0,delivered on time and am very pleased with it. Thank you.,Five Stars,"['deliver', 'time', 'pleased', 'thank']"
5.0,Works great,Five Stars,"['work', 'great']"
5.0,Fits Viking Chieftain and Viking Brush perfectly.,Great Stand for a Great Price,"['fit', 'vike', 'chieftain', 'vike', 'brush', 'perfectly']"
5.0,"I am using the unit with a badger hair brush and a Merkur razor. Both fit nicely. Unit came packed well, free of any defects or shipping damage. Seller was responsive and friendly. The chrome does not look cheap and the unit is rather heavy and appears that it will hold up for many years of use. Very happy with product and seller and would recommend both to anyone.",Satisfied with product and seller,"['use', 'unit', 'badger', 'hair', 'brush', 'merkur', 'razor', 'fit', 'nicely', 'unit', 'come', 'pack', 'well', 'free', 'defect', 'shipping', 'damage', 'seller', 'responsive', 'friendly', 'chrome', 'look', 'cheap', 'unit', 'rather', 'heavy', 'appear', 'hold', 'many', 'year', 'use', 'happy', 'product', 'seller', 'would', 'mend', 'anyone']"
